Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,State,BodyType,Doors,Seats,Price,Cylinders,Capacity(Liters),Country
Holden,2014,Colorado,Ute / Tray,2014 Holden Colorado LX (4X4),USED,Manual,4WD,Diesel,8.1,237559,White / Grey,Queensland,Ute / Tray,2,2,18990,4,2.8,Australia
Toyota,2022,Yaris,SUV,2022 Toyota Yaris Cross GX,USED,Automatic,Front,Unleaded,5.4,16766,- / 40Fa60,New South Wales,SUV,4,5,36490,3,1.5,Australia
Porsche,2015,Macan,SUV,2015 Porsche Macan S Diesel,USED,Automatic,AWD,Diesel,6.1,45413,White / Black,New South Wales,SUV,4,5,59900,6,3.0,Australia
Ford,1996,Courier,Ute / Tray,1996 Ford Courier XL,USED,Automatic,Rear,Unleaded,12.5,393675,Silver / -,New South Wales,Ute / Tray,4,5,3499,4,2.6,Australia
Land,2019,Rover,SUV,2019 Land Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,AWD,Diesel,7.8,76750,Black / Black,New South Wales,SUV,4,5,109950,6,3.0,Australia
Holden,2014,UTE,Ute / Tray,2014 Holden UTE SV6,USED,Automatic,Rear,Unleaded,9.9,215440,White / Grey,New South Wales,Ute / Tray,2,2,19990,6,3.6,Australia
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 GO,USED,Automatic,Front,Unleaded,7.4,104000,Red / -,New South Wales,Hatchback,4,5,19989,4,2.0,Australia
GWM,2021,Steed,Ute / Tray,2021 GWM Steed (4X2),USED,Manual,Rear,Diesel,0.0,85096,- / -,Victoria,Ute / Tray,2,2,18990,4,2.0,Australia
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR HI-Rider,USED,Automatic,Rear,Diesel,7.3,39229,White / Grey,New South Wales,Ute / Tray,2,4,41990,4,2.8,Australia
Jaguar,2018,E-Pace,SUV,2018 Jaguar E-Pace D240 HSE AWD (177KW),USED,Automatic,AWD,Diesel,5.6,39602,White / -,New South Wales,SUV,4,5,49888,4,2.0,Australia
Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado LT (4X4),USED,Automatic,4WD,Diesel,9.0,81598,Grey / Grey,New South Wales,Ute / Tray,4,5,36950,4,2.8,Australia
Honda,2019,CR-V,SUV,2019 Honda CR-V VI (2WD),USED,Automatic,Front,Unleaded,7.6,71254,White / -,New South Wales,SUV,4,5,27880,4,2.0,Australia
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser Prado Kakadu (4X4),USED,Automatic,4WD,Diesel,8.0,108660,Silver / Black,New South Wales,SUV,4,7,76910,4,2.8,Australia
Maserati,2015,Granturismo,Coupe,2015 Maserati Granturismo Sport,USED,Automatic,Rear,Premium,15.2,25070,Black / Beige,New South Wales,Coupe,2,4,144990,8,4.7,Australia
Toyota,2018,Kluger,SUV,2018 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,9.1,95982,Black / Grey,New South Wales,SUV,4,7,32990,6,3.5,Australia
Volkswagen,2023,T-Cross,Alto Volkswagen New Cars,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),DEMO,Automatic,Front,Premium,5.4,15,Blue / Black/Grey,New South Wales,SUV,4,5,38887,3,1.0,Australia
Audi,2015,Q5,SUV,2015 Audi Q5 2.0 TDI Quattro,USED,Automatic,AWD,Diesel,6.1,179312,White / -,New South Wales,SUV,4,5,18999,4,2.0,Australia
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Automatic,Rear,Unleaded,10.9,228489,White / Black,New South Wales,Ute / Tray,2,2,20930,4,2.7,Australia
Ram,2021,1500,Commercial,2021 Ram 1500 Express,USED,Automatic,4WD,Premium,12.2,11061,Grey / Black,New South Wales,Commercial,4,5,87990,8,5.7,Australia
Mercedes-Benz,2015,S63,Coupe,2015 Mercedes-Benz S63 AMG,USED,Automatic,Rear,Premium,10.2,36349,Silver / -,New South Wales,Coupe,2,4,165900,8,5.5,Australia
Skoda,2008,Roomster,Wagon,2008 Skoda Roomster 1.9 TDI,USED,Manual,Front,Diesel,5.5,270350,White / -,New South Wales,Wagon,4,5,3999,4,1.9,Australia
Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I (awd),USED,Automatic,AWD,Unleaded,7.4,54062,Blue / -,New South Wales,SUV,4,5,34990,4,2.5,Australia
Holden,2019,Colorado,Ute / Tray,2019 Holden Colorado LS (4X4),USED,Automatic,4WD,Diesel,8.6,58852,White / Black,New South Wales,Ute / Tray,4,5,39880,4,2.8,Australia
BMW,2013,125I,Coupe,2013 BMW 125I,USED,Automatic,Rear,Premium,8.2,129107,Black / Black,New South Wales,Coupe,2,4,16990,6,3.0,Australia
BMW,2019,X2,SUV,2019 BMW X2 Sdrive20I M Sport,USED,Automatic,Front,Premium,6.0,45975,White / -,New South Wales,SUV,4,5,42990,4,2.0,Australia
Mini,2012,Countryman,SUV,2012 Mini Countryman Cooper S,USED,Automatic,Front,Premium,7.5,103833,Blue / -,New South Wales,SUV,4,4,17990,4,1.6,Australia
Ford,2013,Focus,Hatchback,2013 Ford Focus Titanium,USED,Automatic,Front,Unleaded,6.7,135100,- / -,New South Wales,Hatchback,5,5,11990,4,2.0,Australia
Nissan,2015,Navara,Ute / Tray,2015 Nissan Navara RX (4X4),USED,Manual,4WD,Diesel,6.6,90823,Silver / -,New South Wales,Ute / Tray,2,2,27990,4,2.3,Australia
Holden,2013,Colorado,Ute / Tray,2013 Holden Colorado LX (4X2),USED,Manual,Rear,Diesel,8.1,140620,White / Grey,New South Wales,Ute / Tray,4,5,19995,4,2.8,Australia
Mercedes-Benz,2019,GLC200,SUV,2019 Mercedes-Benz GLC200,USED,Automatic,AWD,Premium,7.2,32883,Grey / -,New South Wales,SUV,4,5,58800,4,2.0,Australia
Toyota,2023,Corolla,Hatchback,2023 Toyota Corolla Ascent Sport + Convenience PK,USED,Automatic,Front,Unleaded,6.0,25,White / -,New South Wales,Hatchback,5,5,36988,4,2.0,Australia
Holden,2014,Captiva,SUV,2014 Holden Captiva 5 LT (fwd),USED,Manual,Front,Unleaded,8.8,85065,Silver / Grey,New South Wales,SUV,4,5,12970,4,2.4,Australia
Toyota,2012,Landcruiser,SUV,2012 Toyota Landcruiser GXL (4X4),USED,Automatic,4WD,Diesel,10.3,357463,White / -,New South Wales,SUV,4,8,44990,8,4.5,Australia
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger FX4 Special Edition,USED,Automatic,4WD,Diesel,9.0,137897,Silver / Black Leather,New South Wales,Ute / Tray,4,5,42888,5,3.2,Australia
Mazda,2010,CX-7,SUV,2010 Mazda CX-7 Luxury Sports (4X4),USED,Automatic,AWD,Unleaded,11.5,110702,Silver / Grey,New South Wales,SUV,4,5,12990,4,2.3,Australia
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,8.1,201331,White / -,New South Wales,Ute / Tray,4,5,14913,4,2.5,Australia
Mazda,2017,CX-3,SUV,2017 Mazda CX-3 Maxx (fwd),USED,Automatic,Front,Unleaded,6.1,43854,Grey / Black,New South Wales,SUV,4,5,24890,4,2.0,Australia
Mazda,2017,CX-5,SUV,2017 Mazda CX-5 GT (4X4),USED,Automatic,AWD,Diesel,6.0,148815,Grey / Black,New South Wales,SUV,4,5,24970,4,2.2,Australia
Holden,2015,Cascada,Convertible,2015 Holden Cascada,USED,Automatic,Front,Premium,7.5,49599,Grey / Leather,Australian Capital Territory,Convertible,2,4,19390,4,1.6,Australia
Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,Front,Unleaded,7.9,89683,Grey / -,New South Wales,Sedan,4,5,24990,4,2.5,Australia
BMW,2022,220I,Sedan,2022 BMW 220I M Sport Gran Coupe,USED,Automatic,Front,Premium,6.3,8348,Blue / Black,New South Wales,Sedan,4,5,72988,4,2.0,Australia
Toyota,2014,86,Coupe,2014 Toyota 86 GTS,USED,Automatic,Rear,Premium,7.1,121795,Red / -,New South Wales,Coupe,2,4,21990,4,2.0,Australia
Kia,2018,Stinger,Sedan,2018 Kia Stinger GT (black Leather),USED,Automatic,Rear,Unleaded,10.2,44012,Black / Red,New South Wales,Sedan,4,5,46990,6,3.3,Australia
Volkswagen,2023,T-Cross,Alto Volkswagen North Shore New Cars,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),DEMO,Automatic,Front,Premium,5.4,9,Black / Black/Grey,New South Wales,SUV,4,5,42990,3,1.0,Australia
BMW,2013,X1,SUV,2013 BMW X1 Sdrive 18D,USED,Automatic,Rear,Diesel,5.0,88796,Grey / -,Australian Capital Territory,SUV,4,5,19830,4,2.0,Australia
Mercedes-Benz,2017,A45,Hatchback,2017 Mercedes-Benz A45 4Matic (fuel Efficient),USED,Automatic,AWD,Premium,6.9,43082,Blue / -,New South Wales,Hatchback,5,5,63950,4,2.0,Australia
Mitsubishi,2017,Triton,Ute / Tray,2017 Mitsubishi Triton Exceed (4X4),USED,Automatic,4WD,Diesel,7.6,100102,Black / Black,New South Wales,Ute / Tray,4,5,35950,4,2.4,Australia
BMW,2003,318I,Sedan,2003 BMW 318I Executive,USED,Automatic,Rear,Unleaded,9.2,261021,White / -,New South Wales,Sedan,4,5,5990,4,2.0,Australia
Kia,2022,Cerato,Sedan,2022 Kia Cerato GT,USED,Automatic,Front,Unleaded,6.9,20486,Blue / -,New South Wales,Sedan,4,5,35800,4,1.6,Australia
Kia,2022,Stonic,SUV,2022 Kia Stonic S,USED,Automatic,Front,Unleaded,6.7,7361,White / Grey,New South Wales,SUV,4,5,28945,4,1.4,Australia
Kia,2018,Cerato,Hatchback,2018 Kia Cerato S,USED,Automatic,Front,Unleaded,7.1,47325,Silver / Black,New South Wales,Hatchback,5,5,21777,4,2.0,Australia
Volkswagen,2013,Golf,Wagon,2013 Volkswagen Golf 103 TDI Comfortline,USED,Automatic,Front,Diesel,5.7,146662,Silver / Cloth,Australian Capital Territory,Wagon,4,5,12920,4,2.0,Australia
MG,2021,MG3,Hatchback,2021 MG MG3 Auto Core,USED,Automatic,Front,Premium,6.7,17957,Yellow / -,New South Wales,Hatchback,5,5,16990,4,1.5,Australia
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,Front,Hybrid,4.2,42004,White / -,New South Wales,Hatchback,5,5,30990,4,1.8,Australia
Ford,2008,Falcon,Sedan,2008 Ford Falcon XR6,USED,Automatic,Rear,Unleaded,11.5,118601,Red / Black,New South Wales,Sedan,4,5,15990,6,4.0,Australia
Mercedes-Benz,2011,C180,Coupe,2011 Mercedes-Benz C180 BE,USED,Automatic,Rear,Premium,7.3,124532,Red / Black,Australian Capital Territory,Coupe,2,4,17910,4,1.8,Australia
Hyundai,2017,Elantra,Sedan,2017 Hyundai Elantra Active 2.0 MPI,USED,Automatic,Front,Unleaded,7.2,68274,Silver / -,New South Wales,Sedan,4,5,17990,4,2.0,Australia
Subaru,2018,Forester,SUV,2018 Subaru Forester 2.5I-L,USED,Automatic,AWD,Unleaded,8.1,77785,White / -,New South Wales,SUV,4,5,29912,4,2.5,Australia
Mitsubishi,2023,Outlander,McGrath Mitsubishi Liverpool New Cars,2023 Mitsubishi Outlander ES 7 Seat (2WD),DEMO,Automatic,Front,Unleaded,7.6,1800,Silver / -,New South Wales,SUV,4,7,41990,4,2.5,Australia
Hyundai,2018,Sonata,Sedan,2018 Hyundai Sonata Active,USED,Automatic,Front,Unleaded,8.3,65970,White / Black,Australian Capital Territory,Sedan,4,5,23730,4,2.4,Australia
Hyundai,2018,Tucson,SUV,2018 Hyundai Tucson Trophy Limited Edition,USED,Automatic,Front,Unleaded,7.9,70587,White / -,New South Wales,SUV,4,5,27990,4,2.0,Australia
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GX AWD Hybrid,USED,Automatic,AWD,Hybrid,4.8,104372,Silver / Black,New South Wales,SUV,5,5,45888,4,2.5,Australia
